Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T19:00+01:00;2022-03-08T20:00+01:00;08.03.2022;19:00;20:00;1;481;100;1;1;0;0;100;467;14;2;4;7;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T19:00+01:00;2022-03-08T20:00+01:00;08.03.2022;19:00;20:00;2;347;100;1;1;0;0;100;333;14;3;3;8;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T19:00+01:00;2022-03-08T20:00+01:00;08.03.2022;19:00;20:00;Totalt i retning Kvaløya;481;100;1;1;0;0;100;467;14;2;4;7;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T19:00+01:00;2022-03-08T20:00+01:00;08.03.2022;19:00;20:00;Totalt i retning Tromsø;347;100;1;1;0;0;100;333;14;3;3;8;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T19:00+01:00;2022-03-08T20:00+01:00;08.03.2022;19:00;20:00;Totalt;828;100;1;1;0;0;100;800;28;5;7;15;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T20:00+01:00;2022-03-08T21:00+01:00;08.03.2022;20:00;21:00;1;412;100;1;1;0;0;100;400;12;4;1;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T20:00+01:00;2022-03-08T21:00+01:00;08.03.2022;20:00;21:00;2;295;100;1;1;0;0;100;283;12;2;2;6;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T20:00+01:00;2022-03-08T21:00+01:00;08.03.2022;20:00;21:00;Totalt i retning Kvaløya;412;100;1;1;0;0;100;400;12;4;1;7;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T20:00+01:00;2022-03-08T21:00+01:00;08.03.2022;20:00;21:00;Totalt i retning Tromsø;295;100;1;1;0;0;100;283;12;2;2;6;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T20:00+01:00;2022-03-08T21:00+01:00;08.03.2022;20:00;21:00;Totalt;707;100;1;1;0;0;100;683;24;6;3;13;2;2;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T21:00+01:00;2022-03-08T22:00+01:00;08.03.2022;21:00;22:00;1;329;100;1;1;0;0;100;318;11;3;1;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T21:00+01:00;2022-03-08T22:00+01:00;08.03.2022;21:00;22:00;2;217;100;1;1;0;0;100;209;8;1;2;5;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T21:00+01:00;2022-03-08T22:00+01:00;08.03.2022;21:00;22:00;Totalt i retning Kvaløya;329;100;1;1;0;0;100;318;11;3;1;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T21:00+01:00;2022-03-08T22:00+01:00;08.03.2022;21:00;22:00;Totalt i retning Tromsø;217;100;1;1;0;0;100;209;8;1;2;5;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T21:00+01:00;2022-03-08T22:00+01:00;08.03.2022;21:00;22:00;Totalt;546;100;1;1;0;0;100;527;19;4;3;11;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T22:00+01:00;2022-03-08T23:00+01:00;08.03.2022;22:00;23:00;1;234;100;1;1;0;0;100;226;8;3;1;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T22:00+01:00;2022-03-08T23:00+01:00;08.03.2022;22:00;23:00;2;144;100;1;1;0;0;100;135;9;0;2;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T22:00+01:00;2022-03-08T23:00+01:00;08.03.2022;22:00;23:00;Totalt i retning Kvaløya;234;100;1;1;0;0;100;226;8;3;1;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T22:00+01:00;2022-03-08T23:00+01:00;08.03.2022;22:00;23:00;Totalt i retning Tromsø;144;100;1;1;0;0;100;135;9;0;2;6;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T22:00+01:00;2022-03-08T23:00+01:00;08.03.2022;22:00;23:00;Totalt;378;100;1;1;0;0;100;361;17;3;3;10;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T23:00+01:00;2022-03-09T00:00+01:00;08.03.2022;23:00;00:00;1;103;100;1;1;0;0;100;99;4;0;0;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T23:00+01:00;2022-03-09T00:00+01:00;08.03.2022;23:00;00:00;2;75;100;1;1;0;0;100;69;6;1;0;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T23:00+01:00;2022-03-09T00:00+01:00;08.03.2022;23:00;00:00;Totalt i retning Kvaløya;103;100;1;1;0;0;100;99;4;0;0;4;0;0;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T23:00+01:00;2022-03-09T00:00+01:00;08.03.2022;23:00;00:00;Totalt i retning Tromsø;75;100;1;1;0;0;100;69;6;1;0;4;1;1;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-03-08T23:00+01:00;2022-03-09T00:00+01:00;08.03.2022;23:00;00:00;Totalt;178;100;1;1;0;0;100;168;10;1;0;8;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T00:00+01:00;2022-03-08T01:00+01:00;08.03.2022;00:00;01:00;1;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T00:00+01:00;2022-03-08T01:00+01:00;08.03.2022;00:00;01:00;3;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T00:00+01:00;2022-03-08T01:00+01:00;08.03.2022;00:00;01:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T00:00+01:00;2022-03-08T01:00+01:00;08.03.2022;00:00;01:00;Totalt i retning Tromsøya;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T00:00+01:00;2022-03-08T01:00+01:00;08.03.2022;00:00;01:00;Totalt;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T01:00+01:00;2022-03-08T02:00+01:00;08.03.2022;01:00;02:00;1;2;100;1;1;0;0;100;2;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T01:00+01:00;2022-03-08T02:00+01:00;08.03.2022;01:00;02:00;3;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T01:00+01:00;2022-03-08T02:00+01:00;08.03.2022;01:00;02:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T01:00+01:00;2022-03-08T02:00+01:00;08.03.2022;01:00;02:00;Totalt i retning Tromsøya;2;100;1;1;0;0;100;2;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T01:00+01:00;2022-03-08T02:00+01:00;08.03.2022;01:00;02:00;Totalt;2;100;1;1;0;0;100;2;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T02:00+01:00;2022-03-08T03:00+01:00;08.03.2022;02:00;03:00;1;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T02:00+01:00;2022-03-08T03:00+01:00;08.03.2022;02:00;03:00;3;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T02:00+01:00;2022-03-08T03:00+01:00;08.03.2022;02:00;03:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T02:00+01:00;2022-03-08T03:00+01:00;08.03.2022;02:00;03:00;Totalt i retning Tromsøya;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T02:00+01:00;2022-03-08T03:00+01:00;08.03.2022;02:00;03:00;Totalt;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T03:00+01:00;2022-03-08T04:00+01:00;08.03.2022;03:00;04:00;1;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T03:00+01:00;2022-03-08T04:00+01:00;08.03.2022;03:00;04:00;3;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T03:00+01:00;2022-03-08T04:00+01:00;08.03.2022;03:00;04:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T03:00+01:00;2022-03-08T04:00+01:00;08.03.2022;03:00;04:00;Totalt i retning Tromsøya;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T03:00+01:00;2022-03-08T04:00+01:00;08.03.2022;03:00;04:00;Totalt;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T04:00+01:00;2022-03-08T05:00+01:00;08.03.2022;04:00;05:00;1;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T04:00+01:00;2022-03-08T05:00+01:00;08.03.2022;04:00;05:00;3;2;100;1;1;0;0;100;2;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T04:00+01:00;2022-03-08T05:00+01:00;08.03.2022;04:00;05:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T04:00+01:00;2022-03-08T05:00+01:00;08.03.2022;04:00;05:00;Totalt i retning Tromsøya;2;100;1;1;0;0;100;2;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T04:00+01:00;2022-03-08T05:00+01:00;08.03.2022;04:00;05:00;Totalt;2;100;1;1;0;0;100;2;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T05:00+01:00;2022-03-08T06:00+01:00;08.03.2022;05:00;06:00;1;47;100;1;1;0;0;100;42;5;2;0;1;2;2;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T05:00+01:00;2022-03-08T06:00+01:00;08.03.2022;05:00;06:00;3;4;100;1;1;0;0;100;4;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T05:00+01:00;2022-03-08T06:00+01:00;08.03.2022;05:00;06:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T05:00+01:00;2022-03-08T06:00+01:00;08.03.2022;05:00;06:00;Totalt i retning Tromsøya;51;100;1;1;0;0;100;46;5;2;0;1;2;2;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T05:00+01:00;2022-03-08T06:00+01:00;08.03.2022;05:00;06:00;Totalt;51;100;1;1;0;0;100;46;5;2;0;1;2;2;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T06:00+01:00;2022-03-08T07:00+01:00;08.03.2022;06:00;07:00;1;359;100;1;1;0;0;100;326;33;17;8;5;3;3;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T06:00+01:00;2022-03-08T07:00+01:00;08.03.2022;06:00;07:00;3;72;100;1;1;0;0;100;68;4;4;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T06:00+01:00;2022-03-08T07:00+01:00;08.03.2022;06:00;07:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T06:00+01:00;2022-03-08T07:00+01:00;08.03.2022;06:00;07:00;Totalt i retning Tromsøya;431;100;1;1;0;0;100;394;37;21;8;5;3;3;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T06:00+01:00;2022-03-08T07:00+01:00;08.03.2022;06:00;07:00;Totalt;431;100;1;1;0;0;100;394;37;21;8;5;3;3;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T07:00+01:00;2022-03-08T08:00+01:00;08.03.2022;07:00;08:00;1;852;100;1;1;0;0;100;778;74;48;11;9;6;6;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T07:00+01:00;2022-03-08T08:00+01:00;08.03.2022;07:00;08:00;3;266;100;1;1;0;0;100;252;14;13;0;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T07:00+01:00;2022-03-08T08:00+01:00;08.03.2022;07:00;08:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T07:00+01:00;2022-03-08T08:00+01:00;08.03.2022;07:00;08:00;Totalt i retning Tromsøya;1118;100;1;1;0;0;100;1030;88;61;11;10;6;6;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T07:00+01:00;2022-03-08T08:00+01:00;08.03.2022;07:00;08:00;Totalt;1118;100;1;1;0;0;100;1030;88;61;11;10;6;6;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T08:00+01:00;2022-03-08T09:00+01:00;08.03.2022;08:00;09:00;1;510;100;1;1;0;0;100;453;57;28;15;10;4;4;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T08:00+01:00;2022-03-08T09:00+01:00;08.03.2022;08:00;09:00;3;90;100;1;1;0;0;100;87;3;3;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T08:00+01:00;2022-03-08T09:00+01:00;08.03.2022;08:00;09:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T08:00+01:00;2022-03-08T09:00+01:00;08.03.2022;08:00;09:00;Totalt i retning Tromsøya;600;100;1;1;0;0;100;540;60;31;15;10;4;4;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T08:00+01:00;2022-03-08T09:00+01:00;08.03.2022;08:00;09:00;Totalt;600;100;1;1;0;0;100;540;60;31;15;10;4;4;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T09:00+01:00;2022-03-08T10:00+01:00;08.03.2022;09:00;10:00;1;299;100;1;1;0;0;100;240;59;26;18;6;9;7;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T09:00+01:00;2022-03-08T10:00+01:00;08.03.2022;09:00;10:00;3;34;100;1;1;0;0;100;32;2;2;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T09:00+01:00;2022-03-08T10:00+01:00;08.03.2022;09:00;10:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T09:00+01:00;2022-03-08T10:00+01:00;08.03.2022;09:00;10:00;Totalt i retning Tromsøya;333;100;1;1;0;0;100;272;61;28;18;6;9;7;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T09:00+01:00;2022-03-08T10:00+01:00;08.03.2022;09:00;10:00;Totalt;333;100;1;1;0;0;100;272;61;28;18;6;9;7;2
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T10:00+01:00;2022-03-08T11:00+01:00;08.03.2022;10:00;11:00;1;319;100;1;1;0;0;100;263;56;29;19;3;5;5;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T10:00+01:00;2022-03-08T11:00+01:00;08.03.2022;10:00;11:00;3;24;100;1;1;0;0;100;23;1;1;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T10:00+01:00;2022-03-08T11:00+01:00;08.03.2022;10:00;11:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T10:00+01:00;2022-03-08T11:00+01:00;08.03.2022;10:00;11:00;Totalt i retning Tromsøya;343;100;1;1;0;0;100;286;57;30;19;3;5;5;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T10:00+01:00;2022-03-08T11:00+01:00;08.03.2022;10:00;11:00;Totalt;343;100;1;1;0;0;100;286;57;30;19;3;5;5;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T11:00+01:00;2022-03-08T12:00+01:00;08.03.2022;11:00;12:00;1;263;100;1;1;0;0;100;224;39;27;9;0;3;3;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T11:00+01:00;2022-03-08T12:00+01:00;08.03.2022;11:00;12:00;3;15;100;1;1;0;0;100;14;1;1;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T11:00+01:00;2022-03-08T12:00+01:00;08.03.2022;11:00;12:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T11:00+01:00;2022-03-08T12:00+01:00;08.03.2022;11:00;12:00;Totalt i retning Tromsøya;278;100;1;1;0;0;100;238;40;28;9;0;3;3;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T11:00+01:00;2022-03-08T12:00+01:00;08.03.2022;11:00;12:00;Totalt;278;100;1;1;0;0;100;238;40;28;9;0;3;3;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T12:00+01:00;2022-03-08T13:00+01:00;08.03.2022;12:00;13:00;1;307;100;1;1;0;0;100;251;56;35;13;3;5;5;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T12:00+01:00;2022-03-08T13:00+01:00;08.03.2022;12:00;13:00;3;17;100;1;1;0;0;100;16;1;1;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T12:00+01:00;2022-03-08T13:00+01:00;08.03.2022;12:00;13:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T12:00+01:00;2022-03-08T13:00+01:00;08.03.2022;12:00;13:00;Totalt i retning Tromsøya;324;100;1;1;0;0;100;267;57;36;13;3;5;5;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T12:00+01:00;2022-03-08T13:00+01:00;08.03.2022;12:00;13:00;Totalt;324;100;1;1;0;0;100;267;57;36;13;3;5;5;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T13:00+01:00;2022-03-08T14:00+01:00;08.03.2022;13:00;14:00;1;306;100;1;1;0;0;100;256;50;20;20;3;7;6;1
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T13:00+01:00;2022-03-08T14:00+01:00;08.03.2022;13:00;14:00;3;21;100;1;1;0;0;100;20;1;1;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T13:00+01:00;2022-03-08T14:00+01:00;08.03.2022;13:00;14:00;Totalt i retning Tomasjord;0;100;1;1;0;0;100;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T13:00+01:00;2022-03-08T14:00+01:00;08.03.2022;13:00;14:00;Totalt i retning Tromsøya;327;100;1;1;0;0;100;276;51;21;20;3;7;6;1
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-08T13:00+01:00;2022-03-08T14:00+01:00;08.03.2022;13:00;14:00;Totalt;327;100;1;1;0;0;100;276;51;21;20;3;7;6;1
